player,year,1st_in,1st_won,2nd_won,bp_saved,v1st_won,v2nd_won,bp_cnvt,hld_rate,brk_rate
Shahar Peer,2011,63.48,60.49,43.03,49.0,34.75,55.26,43.75,,
Sharon Fichman,2011,71.96,48.05,46.67,35.71,39.71,75.76,46.67,,
Shelby Rogers,2011,51.67,54.84,51.72,37.5,30.43,45.45,22.22,,
Sheng Nan Sun,2011,75.0,52.08,31.25,58.33,23.68,64.71,66.67,,
Shuai Peng,2011,68.35,66.47,48.38,51.44,37.21,58.37,48.16,,
Shuai Zhang,2011,69.26,54.94,39.3,47.39,31.24,51.79,41.47,,
Shuko Aoyama,2011,58.66,48.94,30.62,41.48,28.9,42.17,33.34,,
Silvia Albano,2011,60.0,33.33,37.5,33.33,20.83,48.0,0.0,,
Silvia Soler Espinosa,2011,55.15,62.65,46.97,49.82,30.96,58.92,37.81,,
Simona Halep,2011,62.29,60.24,43.26,47.68,38.08,51.88,48.39,,
Sloane Stephens,2011,59.26,59.35,47.25,41.79,38.44,52.11,52.67,,
So Jung Kim,2011,58.82,48.33,40.48,44.44,41.27,62.5,44.44,,
Sofia Arvidsson,2011,66.92,55.74,45.71,45.78,34.52,52.97,46.33,,
Sofia Shapatava,2011,65.11,50.93,30.24,49.16,23.34,43.77,25.0,,
Sophie Ferguson,2011,66.34,64.41,36.61,53.18,34.83,54.16,42.22,,
Sorana Cirstea,2011,53.9,62.8,43.66,48.11,34.96,55.95,47.55,,
Stefanie Voegele,2011,58.36,56.88,43.4,50.0,42.17,40.56,34.72,,
Stephanie Cohen Aloro,2011,56.04,64.71,40.0,63.64,33.33,48.28,33.33,,
Stephanie Dubois,2011,55.96,58.91,41.77,49.35,37.69,54.95,38.55,,
Stephanie Foretz Gacon,2011,58.81,58.6,43.51,50.7,33.47,48.21,49.29,,
Su Wei Hsieh,2011,62.83,58.96,52.28,72.35,41.96,67.31,57.5,,
Svetlana Kuznetsova,2011,64.04,63.48,48.31,48.49,40.35,58.42,49.37,,
Sybille Bammer,2011,64.12,53.41,42.94,45.91,33.16,49.39,45.18,,
Tamarine Tanasugarn,2011,63.93,56.75,43.63,34.89,34.35,48.71,39.58,,
Tamira Paszek,2011,59.3,60.36,46.38,45.17,36.29,53.05,54.04,,
Tathiana Garbin,2011,54.29,31.58,18.75,14.29,13.64,41.67,0.0,,
Tatia Mikadze,2011,68.46,73.96,47.82,35.0,41.6,69.12,83.34,,
Tetiana Luzhanska,2011,62.74,53.57,42.37,48.84,44.44,41.4,64.06,,
Tetyana Arefyeva,2011,59.15,55.39,42.77,35.61,25.17,57.19,35.72,,
Timea Babos,2011,60.92,71.46,44.56,50.0,38.23,51.54,51.04,,
Timea Bacsinszky,2011,55.58,62.86,38.15,59.94,34.44,53.16,44.16,,
Tsvetana Pironkova,2011,55.78,64.17,44.93,51.3,36.46,54.89,52.01,,
Urszula Radwanska,2011,63.91,59.69,46.41,45.23,41.59,56.8,46.4,,
Valeria Savinykh,2011,53.9,65.46,43.98,46.25,40.18,61.26,44.39,,
Valeria Solovieva,2011,71.64,45.83,31.58,46.67,26.09,71.93,33.33,,
Vanda Lukacs,2011,57.14,42.86,19.05,22.22,29.63,63.16,42.86,,
Vania King,2011,64.04,59.45,42.24,51.26,37.71,55.87,45.2,,
Varvara Lepchenko,2011,66.21,56.26,43.02,48.49,34.62,54.31,48.83,,
Venus Williams,2011,64.39,72.31,51.7,53.59,39.2,55.67,45.55,,
Vera Dushevina,2011,62.98,58.25,40.97,44.28,35.08,53.21,51.74,,
Vera Zvonareva,2011,60.65,69.9,45.2,51.84,39.23,58.07,48.87,,
Victoria Azarenka,2011,70.29,66.45,47.37,49.12,42.68,61.13,48.95,,
Victoria Larriere,2011,57.42,63.57,35.08,50.74,39.44,60.56,67.59,,
Virginie Razzano,2011,65.73,62.08,42.05,51.66,35.58,55.36,46.12,,
Vitalia Diatchenko,2011,56.75,52.68,43.98,49.84,39.66,53.33,33.75,,
Ximena Hermoso,2011,76.56,47.38,58.93,45.83,12.73,41.26,0.0,,
Xinyun Han,2011,61.62,57.15,37.4,30.36,32.1,56.72,50.94,,
Yana Buchina,2011,54.64,64.15,34.09,58.82,43.86,43.48,100.0,,
Yanina Wickmayer,2011,66.26,63.0,45.86,47.87,34.81,54.16,43.7,,
Yaroslava Shvedova,2011,60.39,60.59,49.62,53.0,35.51,56.36,52.65,,
Yi Fan Xu,2011,67.53,57.69,44.0,25.0,31.37,60.47,38.46,,
Yi Jing Zhao,2011,75.19,53.74,40.38,46.88,51.19,66.92,59.8,,
Yue Yue Hu,2011,72.29,45.0,39.13,27.27,42.0,33.33,42.86,,
Yung Jan Chan,2011,66.83,57.1,39.9,37.43,34.66,59.72,51.81,,
Yurika Sema,2011,52.63,75.0,0.0,28.57,14.81,48.0,0.0,,
Yvonne Meusburger,2011,72.04,51.84,43.24,45.3,41.68,60.97,56.29,,
Zarina Diyas,2011,61.82,61.54,40.87,48.2,33.85,49.49,47.19,,
Zoe Gwen Scandalis,2011,59.46,36.36,13.33,53.85,18.18,22.22,0.0,,
Zuzana Kucova,2011,64.35,53.34,42.71,50.96,34.14,55.97,36.55,,
Zuzana Ondraskova,2011,66.98,49.88,36.57,40.9,35.75,52.06,54.06,,
Abigail Spears,2012,56.73,67.8,42.22,80.0,33.33,54.84,40.0,,
Agnes Szavay,2012,64.77,61.4,50.7,47.22,25.2,46.75,13.34,,
Agnieszka Radwanska,2012,67.36,66.5,46.99,54.77,41.51,59.27,56.22,,
Ajla Tomljanovic,2012,54.17,53.85,27.27,25.0,37.14,50.0,44.44,,
Akgul Amanmuradova,2012,65.88,59.93,47.7,44.97,26.91,46.85,30.68,,
Alberta Brianti,2012,62.98,58.53,41.55,49.72,33.85,53.59,45.68,,
Aleksandra Krunic,2012,48.09,63.08,40.45,51.53,41.51,64.7,68.46,,
Aleksandra Wozniak,2012,62.26,63.36,45.15,51.96,38.51,58.88,51.12,,
Alexa Glatch,2012,53.98,59.8,43.22,40.93,35.72,45.45,41.32,,
Alexandra Cadantu Ignatik,2012,65.93,55.5,39.23,45.12,30.65,51.77,41.25,,
Alexandra Dulgheru,2012,65.88,61.14,36.17,53.38,37.6,52.94,44.95,,
Alexandra Panova,2012,63.47,59.45,45.09,55.29,32.65,54.0,40.29,,
Alisa Kleybanova,2012,49.46,66.07,44.44,68.75,24.98,57.28,40.18,,
Alison Riske Amritraj,2012,67.46,55.74,43.0,47.99,34.06,50.83,49.68,,
Alison Van Uytvanck,2012,59.35,63.43,49.62,61.11,33.6,44.67,31.43,,
Alize Cornet,2012,61.07,60.62,40.09,47.99,44.55,54.25,55.02,,
Alla Kudryavtseva,2012,56.11,61.88,46.32,43.89,35.42,53.21,53.39,,
Ana Ivanovic,2012,56.13,69.39,48.2,47.69,39.37,55.5,47.0,,
Anabel Medina Garrigues,2012,64.12,60.82,46.5,54.41,35.56,53.65,40.02,,
Anastasia Grymalska,2012,65.88,46.43,37.93,46.67,43.94,52.63,29.41,,
Anastasia Pavlyuchenkova,2012,59.22,64.51,41.86,49.21,34.98,54.49,45.61,,
Anastasia Pivovarova,2012,54.2,47.0,31.0,22.72,45.37,40.72,57.5,,
Anastasia Rodionova,2012,63.5,59.45,41.7,50.88,30.44,50.19,45.62,,
Anastasia Yakimova,2012,57.45,57.14,42.45,40.11,34.04,43.77,37.26,,
Anastasija Sevastova,2012,80.0,25.0,0.0,50.0,11.11,60.0,0.0,,0.0
Andrea Hlavackova,2012,61.04,69.37,43.62,57.27,30.06,47.34,43.83,,
Andrea Petkovic,2012,74.62,57.45,48.11,47.56,38.3,59.95,43.57,,
Angelique Kerber,2012,64.89,65.98,49.79,55.45,40.01,57.99,53.0,,
Anna Chakvetadze,2012,60.55,62.6,40.02,44.35,34.81,51.44,47.05,,
Anna Tatishvili,2012,66.74,58.08,44.32,50.38,36.62,54.64,47.08,,
Annalisa Bona,2012,51.92,48.15,40.0,16.67,40.62,29.41,20.0,,
Anne Keothavong,2012,54.09,57.8,42.87,43.39,31.54,48.21,41.41,,
Annika Beck,2012,66.0,59.32,35.35,52.58,31.72,56.86,42.58,,
Arantxa Parra Santonja,2012,48.86,57.46,44.1,62.99,29.12,48.33,55.0,,
Arantxa Rus,2012,69.27,56.05,37.85,42.67,35.03,54.51,44.75,,
Aravane Rezai,2012,56.71,65.69,41.67,49.75,27.61,44.97,33.83,,
Arina Rodionova,2012,70.0,53.57,16.67,55.56,62.07,50.0,50.0,,
Ashleigh Barty,2012,58.71,60.76,32.74,35.0,30.0,34.68,43.33,,
Ayumi Morita,2012,61.4,57.55,46.35,48.34,34.1,51.29,43.39,,
Barbara Haas,2012,62.75,50.0,21.05,54.17,48.33,78.95,66.67,,
Barbara Luz,2012,54.84,41.18,28.57,44.44,29.63,35.71,0.0,,
Barbora Strycova,2012,63.33,56.39,41.86,50.24,36.23,51.47,51.03,,
Belinda Bencic,2012,60.0,56.67,25.0,58.33,26.92,48.0,33.33,,
Bethanie Mattek Sands,2012,51.11,68.53,44.41,54.8,35.79,48.8,51.99,,
Bojana Bobusic,2012,57.45,66.67,30.0,33.33,20.0,42.11,0.0,,
Bojana Jovanovski,2012,64.19,58.4,41.24,46.6,38.29,55.78,50.0,,
Camila Giorgi,2012,53.82,66.07,42.44,53.55,38.39,50.97,42.4,,
Carina Witthoeft,2012,45.95,58.82,42.5,37.5,32.43,45.83,75.0,,
Carla Suarez Navarro,2012,61.41,57.97,45.95,46.99,38.44,57.56,47.31,,
Caroline Garcia,2012,53.15,69.56,38.12,46.49,36.28,46.74,51.6,,
Caroline Wozniacki,2012,66.81,63.86,51.62,58.17,40.31,57.0,50.2,,
Casey Dellacqua,2012,62.66,59.3,39.47,49.51,35.87,56.35,43.05,,
Catalina Castano,2012,54.95,58.91,33.8,42.37,35.59,62.21,39.48,,
Chanelle Scheepers,2012,61.51,58.43,43.75,45.82,39.27,55.27,49.11,,
Chi Chi Scholl,2012,51.7,70.43,43.49,47.42,44.25,54.48,71.67,,
Christina Mchale,2012,64.57,62.68,45.69,49.94,36.61,50.01,42.94,,
Claire Feuerstein,2012,53.41,72.56,47.11,67.46,38.72,49.9,36.29,,
Coco Vandeweghe,2012,48.81,74.1,45.6,66.13,34.28,50.7,63.02,,
Csilla Borsanyi,2012,38.46,55.0,40.62,37.5,32.56,45.16,14.29,,
Daniela Hantuchova,2012,62.69,63.53,46.64,48.85,33.31,53.48,48.13,,
Daria Saville,2012,63.0,65.77,46.52,33.34,50.43,61.78,60.0,,
Dia Evtimova,2012,74.19,47.61,21.72,41.18,37.32,73.1,56.94,,
Dinah Pfizenmaier,2012,62.43,57.05,45.35,49.4,25.04,56.95,33.33,,
Dominika Cibulkova,2012,54.23,66.19,45.77,50.51,40.8,57.19,53.09,,
Donna Vekic,2012,52.34,70.63,53.94,25.0,35.25,58.72,53.11,,
Edina Gallovits Hall,2012,64.95,55.65,47.15,44.82,35.94,55.74,37.11,,
Ekaterina Bychkova,2012,51.11,71.74,38.64,40.0,39.39,43.48,45.45,,
Ekaterine Gorgodze,2012,51.85,53.57,26.92,40.0,27.59,50.0,33.33,,
Elena Baltacha,2012,60.54,60.56,44.72,51.06,29.47,50.74,36.91,,
Elena Vesnina,2012,64.93,62.08,44.51,44.2,33.71,57.45,49.2,,
Eleni Daniilidou,2012,64.53,58.06,41.45,45.52,32.76,47.91,40.09,,
Elina Svitolina,2012,52.05,58.57,39.88,33.07,30.97,33.76,20.0,,
Elitsa Kostova,2012,58.49,54.84,13.64,33.33,21.43,56.52,40.0,,
Erika Sema,2012,72.51,57.98,41.19,35.49,29.87,55.85,28.89,,
Estrella Cabeza Candela,2012,65.16,55.04,41.26,39.73,40.68,55.76,48.62,,
Eugenie Bouchard,2012,58.4,66.2,46.97,58.37,32.09,56.23,39.55,,
Eva Birnerova,2012,59.08,59.73,41.63,57.74,32.86,57.2,46.66,,
Evgeniya Rodina,2012,61.74,58.88,46.17,54.55,32.79,51.5,40.63,,
Fatima El Allami,2012,72.22,53.85,20.0,0.0,25.0,22.22,0.0,,0.0
Fatma Al Nabhani,2012,54.42,60.39,27.78,46.02,27.72,58.34,57.14,,
Flavia Pennetta,2012,55.15,62.6,47.07,52.83,41.1,59.94,46.95,,
Francesca Schiavone,2012,51.23,65.06,46.93,50.99,36.57,49.33,39.43,,
Galina Voskoboeva,2012,56.43,66.73,49.43,48.75,35.12,52.47,42.37,,
Garbine Muguruza,2012,58.67,55.69,40.61,38.43,41.49,55.07,43.75,,
Gisela Dulko,2012,52.46,48.8,36.61,30.42,35.52,49.83,34.6,,
Grace Min,2012,59.59,57.31,38.31,48.15,26.52,55.0,50.22,,
Greta Arn,2012,55.95,63.68,43.24,50.68,30.78,49.69,37.78,,
Heather Watson,2012,65.13,63.84,43.15,45.04,36.95,50.69,44.48,,
Heidi El Tabakh,2012,44.78,63.33,32.43,25.0,30.77,45.45,60.0,,
Henrietta Habler,2012,43.59,41.18,18.18,14.29,21.05,42.31,100.0,,
Hyun Hui Hong,2012,47.83,45.45,41.67,54.55,22.22,40.0,100.0,,
Ines Ferrer Suarez,2012,55.38,72.22,31.03,55.56,26.19,57.89,16.67,,
Irena Pavlovic,2012,55.37,69.12,35.13,44.59,37.83,51.71,48.26,,
Irina Camelia Begu,2012,66.27,59.5,44.82,48.54,37.95,54.32,50.79,,
Irina Falconi,2012,64.39,54.38,40.47,47.11,38.14,52.9,51.91,,
Isabella Holland,2012,73.99,42.86,14.54,26.78,18.98,54.09,0.0,,
Jamie Hampton,2012,55.01,64.32,46.99,51.97,37.24,51.54,40.39,,
Jana Cepelova,2012,66.52,58.35,44.07,49.76,39.55,53.01,44.76,,
Jana Juricova,2012,48.28,64.29,30.0,50.0,10.0,47.83,100.0,,
Jasmina Tinjic,2012,74.42,59.38,63.64,0.0,43.59,50.0,60.0,,
Jelena Dokic,2012,52.42,68.42,48.05,40.65,32.91,51.98,44.23,,
Jelena Jankovic,2012,60.63,63.53,43.73,55.46,39.23,56.71,47.35,,
Jennifer Elie,2012,68.97,65.0,33.33,40.0,28.57,33.33,20.0,,
Jessica Pegula,2012,58.7,60.34,56.77,73.03,19.19,47.74,57.69,,
Jie Zheng,2012,68.64,60.59,46.74,47.33,37.89,54.27,51.09,,
Jill Craybas,2012,65.39,54.15,35.27,44.13,29.66,59.96,56.56,,
Johanna Konta,2012,64.74,63.16,47.4,55.49,40.41,49.86,45.59,,
Johanna Larsson,2012,59.47,58.32,45.18,49.58,35.7,50.99,45.26,,
Julia Cohen,2012,80.02,53.75,38.88,52.0,39.86,50.66,42.23,,
Julia Glushko,2012,44.64,40.0,41.94,46.15,32.56,62.5,40.0,,
Julia Goerges,2012,57.7,67.61,48.15,51.29,36.35,53.4,49.24,,
Kai Chen Chang,2012,59.66,62.22,41.58,43.36,36.65,53.18,44.92,,
Kaia Kanepi,2012,57.02,70.67,48.01,48.99,40.91,57.6,50.97,,
Kamilla Farhad,2012,57.14,45.83,22.22,40.0,26.09,11.11,0.0,,
Karen Barbat,2012,59.42,48.78,46.43,33.33,23.08,67.5,40.0,,
Karin Knapp,2012,59.34,59.99,40.5,49.86,39.5,50.88,43.46,,
Karolina Pliskova,2012,63.28,66.37,40.08,53.99,26.87,40.62,30.36,,
Katalin Marosi,2012,63.11,57.29,41.18,66.91,45.65,56.68,49.21,,
Kate Makarova,2012,62.9,64.94,50.58,55.12,36.33,54.64,48.19,,
Kateryna Bondarenko,2012,64.55,61.09,35.57,49.82,37.07,51.21,42.55,,
Kathrin Woerle,2012,63.93,59.15,43.78,61.46,30.44,62.32,73.34,,
Kiki Bertens,2012,60.53,65.27,41.14,49.34,34.59,52.34,46.14,,
Kim Clijsters,2012,67.26,71.98,49.9,58.87,38.76,56.63,45.34,,
Kimiko Date Krumm,2012,61.93,58.22,43.51,48.76,36.56,51.36,55.92,,
Kirsten Flipkens,2012,57.97,70.93,48.0,57.41,34.61,52.17,37.43,,
Kristina Barrois,2012,62.78,61.34,40.16,49.98,31.22,42.39,40.61,,
Kristina Mladenovic,2012,53.32,69.18,44.2,42.08,30.27,55.47,56.0,,
Kristyna Pliskova,2012,61.43,67.69,50.76,69.05,30.58,54.19,45.14,,
Ksenia Pervak,2012,64.0,59.84,43.8,46.76,37.7,50.64,53.65,,
Kurumi Nara,2012,69.44,54.6,40.33,44.02,37.66,51.74,63.75,,
Laura Pous Tio,2012,59.25,61.55,43.42,55.34,42.76,55.08,52.51,,
Laura Robson,2012,57.12,68.91,45.24,52.78,35.32,52.51,43.56,,
Lauren Davis,2012,66.48,59.2,48.58,48.49,35.25,52.7,36.93,,
Lesia Tsurenko,2012,61.39,56.25,38.86,40.26,40.62,54.94,51.74,,
Lucie Hradecka,2012,53.39,73.16,46.33,51.67,30.4,52.1,42.02,,
Lucie Safarova,2012,62.59,67.58,50.18,60.59,33.31,51.86,44.32,,
Luksika Kumkhum,2012,48.0,58.33,38.46,33.33,20.51,57.89,0.0,,
Madison Brengle,2012,65.22,61.33,35.0,30.0,30.23,50.94,83.33,,
Madison Keys,2012,58.1,56.51,44.76,38.41,30.19,45.09,26.33,,
Magdalena Rybarikova,2012,53.92,66.28,42.2,48.29,37.13,54.19,55.75,,
Mallory Burdette,2012,68.19,57.39,45.92,63.98,32.21,51.45,43.34,,
Malou Ejdesgaard,2012,71.43,40.0,0.0,33.33,11.76,25.0,0.0,,0.0
Mandy Minella,2012,60.78,57.7,41.66,55.56,34.25,51.84,49.76,,
Margarita Gasparyan,2012,59.3,62.75,37.14,28.57,22.92,48.28,60.0,,
Maria Abramovic,2012,66.96,55.13,37.47,45.0,39.25,61.6,48.75,,
Maria Elena Camerin,2012,57.7,57.99,43.28,62.38,41.47,52.08,58.33,,
Maria Joao Koehler,2012,52.56,58.94,42.77,54.88,32.23,55.41,15.38,,
Maria Jose Martinez Sanchez,2012,58.53,58.34,41.63,46.02,31.35,50.88,43.04,,
Maria Kirilenko,2012,65.65,65.66,47.57,46.66,37.09,56.42,48.92,,
Maria Sanchez,2012,59.72,83.72,41.38,50.0,17.78,47.37,100.0,,
Maria Sharapova,2012,65.92,68.42,48.59,60.89,42.23,59.85,50.59,,
Maria Teresa Torro Flor,2012,61.88,51.21,35.65,40.87,25.76,50.15,35.83,,
Mariana Duque Marino,2012,58.84,52.51,35.76,47.88,42.64,52.76,58.28,,
Marie Eve Pelletier,2012,59.76,51.02,39.39,64.29,42.86,36.84,60.0,,
Marina Erakovic,2012,54.1,68.78,46.36,52.4,34.55,54.29,41.56,,
Marion Bartoli,2012,57.62,66.77,43.6,52.6,39.27,58.57,51.3,,
Marta Domachowska,2012,55.97,59.86,44.37,50.86,35.19,53.38,38.21,,
Mathilde Johansson,2012,64.67,58.59,43.13,47.32,40.56,61.06,51.52,,
Melanie Oudin,2012,63.67,58.66,46.84,50.66,34.29,53.84,37.79,,
Melanie South,2012,59.38,57.89,38.46,55.56,25.0,53.85,28.57,,
Melinda Czink,2012,59.59,64.47,48.89,51.42,32.76,50.57,42.57,,
Mervana Jugic Salkic,2012,60.64,56.14,43.24,46.15,31.82,50.0,20.0,,
Michaella Krajicek,2012,52.9,67.49,45.52,45.13,32.16,49.33,29.62,,
Michelle Larcher De Brito,2012,64.77,53.23,37.02,47.6,39.32,56.7,55.61,,
Misaki Doi,2012,62.39,62.62,48.75,48.01,38.65,59.47,42.8,,
Mona Barthel,2012,53.9,69.9,46.73,50.46,40.04,56.43,49.42,,
Monica Niculescu,2012,67.11,58.03,47.73,51.79,36.8,53.78,46.02,,
Monica Puig,2012,50.0,62.5,53.12,75.0,24.32,39.13,0.0,,
Na Li,2012,68.8,64.89,53.63,56.49,41.26,57.44,51.33,,
Nadia Abdala,2012,48.84,28.57,31.82,30.0,30.0,57.89,20.0,,
Nadia Lalami,2012,58.12,37.05,27.58,34.28,22.02,23.04,0.0,,0.0
Nadia Petrova,2012,55.29,70.87,47.05,51.3,36.72,55.22,47.39,,
Nastassja Burnett,2012,62.5,56.67,33.33,60.0,15.15,45.45,0.0,,
Nicha Lertpitaksinchai,2012,70.59,41.67,26.67,33.33,30.56,54.17,11.11,,
Nicole Gibbs,2012,56.54,54.09,41.44,46.88,31.11,52.74,35.86,,
Nigina Abduraimova,2012,60.0,75.0,33.33,50.0,28.12,33.33,0.0,,
Nina Bratchikova,2012,58.68,60.04,41.42,54.28,38.43,52.48,54.68,,
Noppawan Lertcheewakarn,2012,57.89,49.73,40.57,34.67,31.04,51.12,39.43,,
Nudnida Luangnam,2012,62.81,52.86,32.63,40.28,25.49,44.05,27.78,,
Nungnadda Wannasuk,2012,46.55,62.96,25.81,54.55,22.73,31.25,0.0,,0.0
Olga Govortsova,2012,63.1,56.19,39.4,42.48,37.97,56.94,49.35,,
Olga Puchkova,2012,57.6,62.21,42.65,56.37,37.66,55.29,57.31,,
Olga Savchuk,2012,57.02,63.08,30.61,62.5,47.3,50.0,46.67,,
Olivia Rogowska,2012,62.2,60.08,40.26,53.85,36.47,55.68,44.96,,
Ons Jabeur,2012,57.1,63.51,42.26,60.28,28.26,51.32,43.65,,
Paula Ormaechea,2012,60.02,60.21,42.01,43.16,34.99,56.31,44.5,,
Pauline Parmentier,2012,58.84,64.27,46.8,55.84,36.36,50.75,46.56,,
Petra Cetkovska,2012,63.94,62.6,38.87,48.33,40.69,56.17,48.41,,
Petra Kvitova,2012,63.92,69.92,51.98,52.03,38.83,58.13,48.37,,
Petra Martic,2012,57.8,64.95,45.38,53.27,34.47,49.74,47.05,,
Petra Rampre,2012,51.98,54.58,45.66,46.36,29.48,59.08,51.39,,
Polona Hercog,2012,60.22,62.41,44.23,45.89,34.33,50.35,48.75,,
Qiang Wang,2012,63.67,51.06,37.05,33.16,30.6,50.79,36.11,,
Rebecca Marino,2012,54.24,63.28,37.47,56.35,23.94,46.74,42.06,,
Richel Hogenkamp,2012,48.8,65.91,48.94,56.35,29.43,48.58,43.18,,
Roberta Vinci,2012,56.2,66.69,48.33,53.74,40.47,54.6,52.61,,
Romina Oprandi,2012,64.09,59.45,47.4,46.53,37.95,54.66,42.69,,
Sabina Sharipova,2012,51.59,66.19,38.89,47.22,42.34,66.56,55.0,,
Sabine Lisicki,2012,56.8,65.9,43.89,50.24,36.53,51.07,49.44,,
Sacha Jones,2012,61.33,55.57,45.32,54.55,35.49,56.25,42.64,,
Saisai Zheng,2012,59.63,59.79,41.08,51.61,35.66,59.01,46.44,,
Samantha Crawford,2012,56.34,75.0,35.48,66.67,33.33,42.22,33.33,,
Samantha Murray,2012,60.66,70.27,58.33,66.67,13.89,58.33,20.0,,
Samantha Stosur,2012,64.57,68.13,51.14,56.74,35.75,53.98,43.64,,
Sandra Roma,2012,71.43,46.0,50.0,33.33,35.29,54.29,27.27,,
Sandra Zaniewska,2012,66.92,63.47,53.24,46.67,38.37,47.2,40.61,,
Sania Mirza,2012,57.26,59.32,46.27,50.6,37.36,53.36,51.49,,
Sara Errani,2012,76.1,59.82,49.53,53.3,44.7,59.69,54.76,,
Sarah Gronert,2012,42.52,72.53,58.56,21.43,35.72,49.69,31.25,,
Serena Williams,2012,60.25,79.13,57.17,56.91,43.58,59.47,53.72,,
Sesil Karatantcheva,2012,64.86,58.16,40.96,49.14,44.0,59.09,49.25,,
Shahar Peer,2012,63.03,59.07,42.13,38.85,35.74,57.69,46.74,,
Shuai Peng,2012,66.96,64.25,47.31,42.71,34.2,54.4,49.8,,
Shuai Zhang,2012,64.82,56.83,35.65,43.85,36.58,47.27,44.05,,
Silvia Soler Espinosa,2012,51.87,63.13,44.85,44.57,29.69,56.09,40.48,,
Simona Halep,2012,65.91,57.68,45.73,50.05,37.73,55.9,50.63,,
Sloane Stephens,2012,62.43,61.57,46.38,48.56,39.13,54.11,42.01,,
So Ra Lee,2012,68.47,44.23,4.54,7.14,48.61,65.62,75.0,,
Sofia Arvidsson,2012,68.31,58.67,45.09,52.5,39.9,57.19,47.75,,
Sorana Cirstea,2012,53.61,64.94,44.43,56.28,35.98,51.55,44.73,,
Stefanie Voegele,2012,53.64,59.9,42.29,48.91,33.88,51.85,33.67,,
Stephanie Dubois,2012,67.99,55.03,43.32,52.91,36.52,50.66,44.94,,
Stephanie Foretz Gacon,2012,55.49,63.42,44.45,55.1,38.54,55.09,46.65,,
Stephanie Vogt,2012,56.6,53.33,30.43,44.44,28.57,35.0,0.0,,
Su Wei Hsieh,2012,64.41,63.3,48.4,49.33,38.92,59.46,44.25,,
Sung Hee Han,2012,40.48,41.18,36.0,28.57,16.0,45.0,0.0,,
Svetlana Kuznetsova,2012,62.7,61.93,48.53,41.71,38.09,59.3,51.12,,
Tamarine Tanasugarn,2012,64.14,52.09,45.11,43.92,36.0,50.9,53.57,,
Tamaryn Hendler,2012,56.16,63.41,34.38,14.29,30.43,64.0,57.14,,
Tamira Paszek,2012,60.96,59.12,44.21,56.01,35.16,54.57,48.84,,
Tara Moore,2012,55.13,69.77,37.14,44.44,28.81,43.48,42.86,,
Tetiana Luzhanska,2012,63.5,52.83,46.16,14.29,39.25,57.8,50.0,,
Timea Babos,2012,60.63,65.7,43.98,48.84,34.74,53.09,43.99,,
Timea Bacsinszky,2012,66.8,50.78,35.57,37.02,35.25,57.22,38.21,,
Tsvetana Pironkova,2012,54.12,63.12,45.84,48.25,36.64,52.26,46.11,,
Urszula Radwanska,2012,65.14,60.53,42.6,48.78,39.7,53.06,48.12,,
Valentyna Ivakhnenko,2012,66.67,26.92,38.46,33.33,25.0,47.37,50.0,,
Valeria Savinykh,2012,54.93,54.62,41.34,53.87,28.37,46.83,45.16,,
Valeria Solovieva,2012,65.62,55.93,53.3,41.66,29.2,58.16,54.38,,
Vanda Lukacs,2012,42.85,69.47,44.23,25.0,45.12,54.54,67.85,,
Vania King,2012,64.05,62.39,47.39,51.49,33.87,57.94,43.8,,
Varatchaya Wongteanchai,2012,67.74,52.38,30.0,40.0,35.42,64.71,37.5,,
Varvara Flink,2012,50.6,50.0,34.15,43.75,50.91,47.37,77.78,,
Varvara Lepchenko,2012,63.63,63.27,48.7,50.11,32.75,54.69,47.18,,
Venus Williams,2012,54.89,69.32,47.37,45.8,40.38,57.95,51.4,,
Vera Dushevina,2012,62.13,56.42,43.36,53.58,34.44,56.02,41.23,,
Vera Zvonareva,2012,63.98,62.71,49.17,54.22,34.46,52.51,49.88,,
Veronica Cepede Royg,2012,70.18,57.5,52.94,64.29,37.14,48.89,10.53,,
Victoria Azarenka,2012,67.93,68.78,48.69,55.58,43.71,63.41,53.89,,
Victoria Duval,2012,69.23,58.33,12.5,28.57,17.24,50.0,100.0,,
Victoria Larriere,2012,40.82,60.0,31.03,50.0,21.21,50.0,33.33,,
Virginie Razzano,2012,62.92,59.85,41.75,56.81,35.25,49.88,53.99,,
Vitalia Diatchenko,2012,56.93,62.26,52.3,84.38,24.04,50.84,50.0,,
Vlada Ekshibarova,2012,70.83,56.86,19.05,30.0,36.36,58.82,55.56,,
Ximena Hermoso,2012,74.62,55.43,54.79,21.43,28.83,51.18,17.42,,
Yanina Wickmayer,2012,64.94,60.34,48.01,47.45,37.47,56.79,50.15,,
Yaroslava Shvedova,2012,61.09,67.73,48.41,54.95,38.01,59.4,48.27,,
Yi Miao Zhou,2012,60.72,56.33,48.19,60.54,31.42,55.77,62.5,,
Ying Ying Duan,2012,64.09,67.95,49.06,85.0,31.94,54.1,45.84,,
Yue Yue Hu,2012,61.29,42.11,41.67,41.67,48.28,37.93,66.67,,
Yulia Putintseva,2012,51.05,57.42,39.33,52.72,44.36,46.23,83.34,,
Yuliana Lizarazo,2012,61.11,45.45,33.33,40.0,14.81,68.42,0.0,,
Yuliya Beygelzimer,2012,65.46,50.96,51.74,56.32,38.73,64.14,53.34,,
Yung Jan Chan,2012,68.58,58.15,46.21,44.95,36.33,55.09,59.8,,
